,總統,黨派,年份,屆次,演說,演說_removePunc,tokens
207,蔡英文,民進黨,2016,14,歷史會記得我們這個勇敢的世代，這個國家的繁榮、尊嚴、團結、自信和公義，都有我們努力的痕跡。歷史會記住我們的勇敢，我們在2016年一起把國家帶向新的方向。這塊土地上的每一個人，都因為參與臺灣的改變，而感到驕傲,歷史會記得我們這個勇敢的世代這個國家的繁榮尊嚴團結自信和公義都有我們努力的痕跡歷史會記住我們的勇敢我們在2016年一起把國家帶向新的方向這塊土地上的每一個人都因為參與臺灣的改變而感到驕傲,"['歷史', '會', '記得', '我們', '這', '個', '勇敢', '的', '世代', '，', '這', '個', '國家', '的', '繁榮', '、', '尊嚴', '、', '團結', '、', '自信', '和', '公義', '，', '都', '有', '我們', '努力', '的', '痕跡', '。', '歷史', '會', '記住', '我們', '的', '勇敢', '，', '我們', '在', '2016年', '一起', '把', '國家', '帶', '向', '新', '的', '方向', '。', '這', '塊', '土地', '上', '的', '每', '一', '個', '人', '，', '都', '因為', '參與', '臺灣', '的', '改變', '，', '而', '感到', '驕傲']"
208,蔡英文,民進黨,2016,14,剛才表演節目中的一首歌曲當中，有一句讓我很感動的歌詞：現在是彼一天，勇敢ㄟ臺灣人,剛才表演節目中的一首歌曲當中有一句讓我很感動的歌詞現在是彼一天勇敢ㄟ臺灣人,"['剛才', '表演', '節目', '中', '的', '一', '首', '歌曲', '當中', '，', '有', '一', '句', '讓', '我', '很', '感動', '的', '歌詞', '：', '現在', '是', '彼', '一', '天', '，', '勇敢', 'ㄟ', '臺灣人']"
209,蔡英文,民進黨,2016,14,各位國人同胞，兩千三百萬的臺灣人民，等待已經結束，現在就是那一天。今天，明天，未來的每一天，我們都要做一個守護民主、守護自由、守護這個國家的臺灣人。,各位國人同胞兩千三百萬的臺灣人民等待已經結束現在就是那一天今天明天未來的每一天我們都要做一個守護民主守護自由守護這個國家的臺灣人,"['各位', '國人', '同胞', '，', '兩千三百萬', '的', '臺灣', '人民', '，', '等待', '已經', '結束', '，', '現在', '就', '是', '那', '一', '天', '。', '今天', '，', '明天', '，', '未來', '的', '每', '一', '天', '，', '我們', '都', '要', '做', '一', '個', '守護', '民主', '、', '守護', '自由', '、', '守護', '這', '個', '國家', '的', '臺灣人', '。']"
210,馬英九,國民黨,2012,13,各位友邦元首、各位貴賓、各位僑胞、各位鄉親父老、各位電視機前與網路上的朋友，大家早安，大家好！一月十四日，我們順利完成中華民國第五次總統直選。這是臺灣民主邁向成熟的重要里程碑。自由與公正的選舉程序，臺灣全體選民所展現的高度民主素養，都獲得國際社會的讚揚；我也要肯定我的競爭對手—蔡主席英文和宋主席楚瑜在選舉結果揭曉時展現的民主風度。朋友們，讓我們一起，為臺灣民主喝采！回顧過去四年，首先我要特別感謝全國民眾的支持。我們共同度過金融海嘯的侵襲，讓臺灣經濟成長回到東亞四小龍的前列；我們共同走過八八水災的衝擊，重建我們的家園；我們導正政治風氣，守護憲法精神，提升司法的公正透明；我們完成中央政府精簡與縣市合併升格兩大改革工程；我們力行節能減碳、推動「居住正義」、大幅擴大社會安全網；我們締造了六十年來最和平的臺海情勢，贏得長期盟友的信賴與國際社會的肯定，讓中華民國國民在127個國家與地區，免簽證入境。在此，英九也要感謝蕭前副總統萬長、劉前院長兆玄、吳前院長敦義、陳院長冲與所有執政團隊夥伴，以及王院長金平所領導的立法院，在過去四年和人民一起打拚。英九由衷感謝大家的辛勞與貢獻，並將繼續借重他們的經驗與智慧,各位友邦元首各位貴賓各位僑胞各位鄉親父老各位電視機前與網路上的朋友大家早安大家好一月十四日我們順利完成中華民國第五次總統直選這是臺灣民主邁向成熟的重要里程碑自由與公正的選舉程序臺灣全體選民所展現的高度民主素養都獲得國際社會的讚揚我也要肯定我的競爭對手蔡主席英文和宋主席楚瑜在選舉結果揭曉時展現的民主風度朋友們讓我們一起為臺灣民主喝采回顧過去四年首先我要特別感謝全國民眾的支持我們共同度過金融海嘯的侵襲讓臺灣經濟成長回到東亞四小龍的前列我們共同走過八八水災的衝擊重建我們的家園我們導正政治風氣守護憲法精神提升司法的公正透明我們完成中央政府精簡與縣市合併升格兩大改革工程我們力行節能減碳推動居住正義大幅擴大社會安全網我們締造了六十年來最和平的臺海情勢贏得長期盟友的信賴與國際社會的肯定讓中華民國國民在127個國家與地區免簽證入境在此英九也要感謝蕭前副總統萬長劉前院長兆玄吳前院長敦義陳院長冲與所有執政團隊夥伴以及王院長金平所領導的立法院在過去四年和人民一起打拚英九由衷感謝大家的辛勞與貢獻並將繼續借重他們的經驗與智慧,"['各位', '友邦', '元首', '、', '各位', '貴賓', '、', '各位', '僑胞', '、', '各位', '鄉親', '父老', '、', '各位', '電視機', '前', '與', '網路', '上', '的', '朋友', '，', '大家', '早安', '，', '大家', '好', '！', '一月', '十四日', '，', '我們', '順利', '完成', '中華民國', '第五', '次總統', '直選', '。', '這', '是', '臺灣', '民主', '邁向', '成熟', '的', '重要', '里程碑', '。', '自由', '與', '公正', '的', '選舉', '程序', '，', '臺灣', '全體', '選民', '所', '展現', '的', '高度', '民主', '素養', '，', '都', '獲得', '國際', '社會', '的', '讚揚', '；', '我', '也', '要', '肯定', '我', '的', '競爭', '對手', '—', '蔡', '主席', '英文', '和', '宋', '主席', '楚瑜', '在', '選舉', '結果', '揭曉', '時', '展現', '的', '民主', '風度', '。', '朋友們', '，', '讓', '我們', '一起', '，', '為', '臺灣', '民主', '喝采', '！', '回顧', '過去', '四', '年', '，', '首先', '我', '要', '特別', '感謝', '全', '國', '民眾', '的', '支持', '。', '我們', '共同', '度過', '金融', '海嘯', '的', '侵襲', '，', '讓', '臺灣', '經濟', '成長', '回到', '東亞', '四', '小龍', '的', '前列', '；', '我們', '共同', '走過', '八八', '水災', '的', '衝擊', '，', '重建', '我們', '的', '家園', '；', '我們', '導正', '政治', '風氣', '，', '守護', '憲法', '精神', '，', '提升', '司法', '的', '公正', '透明', '；', '我們', '完成', '中央政府', '精簡', '與', '縣市', '合併', '升格', '兩', '大', '改革', '工程', '；', '我們', '力行', '節能減碳', '、', '推動', '「', '居住', '正義', '」', '、', '大幅', '擴大', '社會', '安全', '網', '；', '我們', '締造', '了', '六十', '年', '來', '最', '和平', '的', '臺海', '情勢', '，', '贏得', '長期', '盟友', '的', '信賴', '與', '國際', '社會', '的', '肯定', '，', '讓', '中華民國', '國民', '在', '127', '個', '國家', '與', '地區', '，', '免', '簽證', '入境', '。', '在', '此', '，', '英九', '也', '要', '感謝', '蕭', '前副總統', '萬長', '、', '劉', '前院長', '兆玄', '、', '吳', '前院長', '敦義', '、', '陳', '院長', '冲', '與', '所有', '執政', '團隊', '夥伴', '，', '以及', '王', '院長', '金平', '所', '領導', '的', '立法院', '，', '在', '過去', '四', '年', '和', '人民', '一起', '打拚', '。', '英九', '由衷', '感謝', '大家', '的', '辛勞', '與', '貢獻', '，', '並', '將', '繼續', '借重', '他們', '的', '經驗', '與', '智慧']"
211,馬英九,國民黨,2012,13,展望未來四年，英九要以「黃金十年」的國家願景，和全體國人共同奮鬥。我們的目標，是建設和平、公義與幸福的國家。政府將以「強化經濟成長動能」、「創造就業與落實社會公義」、「打造低碳綠能環境」、「厚植文化國力」、以及「積極培育延攬人才」作為國家發展的五大支柱，以全面提升臺灣的全球競爭力，讓臺灣在這四年脫胎換骨、邁向幸福,展望未來四年英九要以黃金十年的國家願景和全體國人共同奮鬥我們的目標是建設和平公義與幸福的國家政府將以強化經濟成長動能創造就業與落實社會公義打造低碳綠能環境厚植文化國力以及積極培育延攬人才作為國家發展的五大支柱以全面提升臺灣的全球競爭力讓臺灣在這四年脫胎換骨邁向幸福,"['展望', '未來', '四', '年', '，', '英九', '要', '以', '「', '黃金', '十', '年', '」', '的', '國家', '願景', '，', '和', '全體', '國人', '共同', '奮鬥', '。', '我們', '的', '目標', '，', '是', '建設', '和平', '、', '公義', '與', '幸福', '的', '國家', '。', '政府', '將', '以', '「', '強化', '經濟', '成長', '動能', '」', '、', '「', '創造', '就業', '與', '落實', '社會', '公義', '」', '、', '「', '打造', '低碳', '綠能', '環境', '」', '、', '「', '厚植', '文化', '國力', '」', '、', '以及', '「', '積極', '培育', '延攬', '人才', '」', '作為', '國家', '發展', '的', '五', '大', '支柱', '，', '以', '全面', '提升', '臺灣', '的', '全球', '競爭力', '，', '讓', '臺灣', '在', '這', '四', '年', '脫胎換骨', '、', '邁向', '幸福']"
212,馬英九,國民黨,2012,13,強化經濟成長動能，是提升臺灣競爭力的第一大支柱。動能的核心，在經濟環境自由化和產業結構優質化,強化經濟成長動能是提升臺灣競爭力的第一大支柱動能的核心在經濟環境自由化和產業結構優質化,"['強化', '經濟', '成長', '動能', '，', '是', '提升', '臺灣', '競爭力', '的', '第一', '大', '支柱', '。', '動能', '的', '核心', '，', '在', '經濟', '環境', '自由化', '和', '產業', '結構', '優質化']"
213,馬英九,國民黨,2012,13,我們看到，美韓自由貿易協定在今年三月生效；中國大陸與日、韓的自由貿易協定談判也將在今年內啟動，我們必須加快自由化的腳步，不能再蹉跎。臺灣向世界開放，世界才會擁抱臺灣。面臨全球政治經濟秩序重組、經濟重心向亞洲移動的時代，我們必須改變保護主義的思維，翻修不合時宜的法制，排除貿易和投資的人為障礙，為臺灣打造一個真正自由開放、與國際社會接軌的經濟環境,我們看到美韓自由貿易協定在今年三月生效中國大陸與日韓的自由貿易協定談判也將在今年內啟動我們必須加快自由化的腳步不能再蹉跎臺灣向世界開放世界才會擁抱臺灣面臨全球政治經濟秩序重組經濟重心向亞洲移動的時代我們必須改變保護主義的思維翻修不合時宜的法制排除貿易和投資的人為障礙為臺灣打造一個真正自由開放與國際社會接軌的經濟環境,"['我們', '看到', '，', '美', '韓', '自由', '貿易', '協定', '在', '今年', '三月', '生效', '；', '中國', '大陸', '與', '日', '、', '韓', '的', '自由', '貿易', '協定', '談判', '也', '將', '在', '今年', '內', '啟動', '，', '我們', '必須', '加快', '自由化', '的', '腳步', '，', '不能', '再', '蹉跎', '。', '臺灣', '向', '世界', '開放', '，', '世界', '才', '會', '擁抱', '臺灣', '。', '面臨', '全球', '政治', '經濟', '秩序', '重組', '、', '經濟', '重心', '向', '亞洲', '移動', '的', '時代', '，', '我們', '必須', '改變', '保護', '主義', '的', '思維', '，', '翻修', '不合時宜', '的', '法制', '，', '排除', '貿易', '和', '投資', '的', '人為', '障礙', '，', '為', '臺灣', '打造', '一', '個', '真正', '自由', '開放', '、', '與', '國際', '社會', '接軌', '的', '經濟', '環境']"
214,馬英九,國民黨,2012,13,我們正規劃設立「自由經濟示範區」，高雄就是其中之一，這是臺灣邁向「自由貿易島」關鍵的一步。我們要儘快完成「兩岸經濟合作架構協議」的後續協商，加速與新加坡、紐西蘭等重要貿易夥伴洽簽經濟合作協議，並在未來八年內做好加入「跨太平洋經濟夥伴協定」的準備，以掌握融入國際經貿體系的歷史機遇,我們正規劃設立自由經濟示範區高雄就是其中之一這是臺灣邁向自由貿易島關鍵的一步我們要儘快完成兩岸經濟合作架構協議的後續協商加速與新加坡紐西蘭等重要貿易夥伴洽簽經濟合作協議並在未來八年內做好加入跨太平洋經濟夥伴協定的準備以掌握融入國際經貿體系的歷史機遇,"['我們', '正', '規劃', '設立', '「', '自由', '經濟', '示範區', '」', '，', '高雄', '就', '是', '其中', '之', '一', '，', '這', '是', '臺灣', '邁向', '「', '自由', '貿易', '島', '」', '關鍵', '的', '一', '步', '。', '我們', '要', '儘快', '完成', '「', '兩岸', '經濟', '合作', '架構', '協議', '」', '的', '後續', '協商', '，', '加速', '與', '新加坡', '、', '紐西蘭', '等', '重要', '貿易', '夥伴', '洽簽', '經濟', '合作', '協議', '，', '並', '在', '未來', '八', '年', '內', '做好', '加入', '「', '跨', '太平洋', '經濟', '夥伴', '協定', '」', '的', '準備', '，', '以', '掌握', '融入', '國際', '經貿', '體系', '的', '歷史', '機遇']"
215,馬英九,國民黨,2012,13,我國的產業雖然曾經締造過輝煌的成績，但早已面臨成長瓶頸。未來我們要積極推動產業結構優質化，以過去強調效率的生產模式為基礎，積極發展「創新導向」與「價值創造」的新產業模式。我們的策略是將服務的特質納入製造業，將科技與國際的元素引入服務業，而且建立傳統產業的特色。唯有這樣，我們的產業才能更加多元，創造更高的附加價值；也唯有這樣，我們的產業才能真正脫胎換骨，並且在國際經濟體系中建立起無可取代的地位,我國的產業雖然曾經締造過輝煌的成績但早已面臨成長瓶頸未來我們要積極推動產業結構優質化以過去強調效率的生產模式為基礎積極發展創新導向與價值創造的新產業模式我們的策略是將服務的特質納入製造業將科技與國際的元素引入服務業而且建立傳統產業的特色唯有這樣我們的產業才能更加多元創造更高的附加價值也唯有這樣我們的產業才能真正脫胎換骨並且在國際經濟體系中建立起無可取代的地位,"['我國', '的', '產業', '雖然', '曾經', '締造', '過', '輝煌', '的', '成績', '，', '但', '早已', '面臨', '成長', '瓶頸', '。', '未來', '我們', '要', '積極', '推動', '產業', '結構', '優質化', '，', '以', '過去', '強調', '效率', '的', '生產', '模式', '為', '基礎', '，', '積極', '發展', '「', '創新', '導向', '」', '與', '「', '價值', '創造', '」', '的', '新', '產業', '模式', '。', '我們', '的', '策略', '是', '將', '服務', '的', '特質', '納入', '製造業', '，', '將', '科技', '與', '國際', '的', '元素', '引入', '服務業', '，', '而且', '建立', '傳統', '產業', '的', '特色', '。', '唯有', '這樣', '，', '我們', '的', '產業', '才', '能', '更加', '多元', '，', '創造', '更', '高', '的', '附加', '價值', '；', '也', '唯有', '這樣', '，', '我們', '的', '產業', '才', '能', '真正', '脫胎換骨', '，', '並且', '在', '國際', '經濟', '體系', '中', '建立起', '無可', '取代', '的', '地位']"
216,馬英九,國民黨,2012,13,提升臺灣競爭力的第二大支柱，就是創造就業與落實社會公義。全球化的開放市場讓就業變成世界性的競爭，我們要追求經濟成長，才能創造更多的就業機會；經濟成長必須促使各行各業的薪資同步調升，否則經濟成長就沒有意義。我們更要堅持公平正義，縮短貧富差距，讓經濟成長的果實，由全民共享,提升臺灣競爭力的第二大支柱就是創造就業與落實社會公義全球化的開放市場讓就業變成世界性的競爭我們要追求經濟成長才能創造更多的就業機會經濟成長必須促使各行各業的薪資同步調升否則經濟成長就沒有意義我們更要堅持公平正義縮短貧富差距讓經濟成長的果實由全民共享,"['提升', '臺灣', '競爭力', '的', '第二', '大', '支柱', '，', '就', '是', '創造', '就業', '與', '落實', '社會', '公義', '。', '全球化', '的', '開放', '市場', '讓', '就業', '變成', '世界性', '的', '競爭', '，', '我們', '要', '追求', '經濟', '成長', '，', '才', '能', '創造', '更多', '的', '就業', '機會', '；', '經濟', '成長', '必須', '促使', '各行各業', '的', '薪資', '同步', '調升', '，', '否則', '經濟', '成長', '就', '沒有', '意義', '。', '我們', '更', '要', '堅持', '公平', '正義', '，', '縮短', '貧富', '差距', '，', '讓', '經濟', '成長', '的', '果實', '，', '由', '全民', '共享']"
217,馬英九,國民黨,2012,13,健全政府財政結構是當前要務，我們正努力落實「量能課稅」與「租稅正義」，建構完整的社會安全體系，維護弱勢群體的基本權益。我們同時也要合理配置基礎建設、公共服務及教育資源，建立均衡而各有特色的區域發展模式，以縮短城鄉差距，務必要讓每一個人不分性別、地區、血緣或出身，都有追求幸福的公平機會,健全政府財政結構是當前要務我們正努力落實量能課稅與租稅正義建構完整的社會安全體系維護弱勢群體的基本權益我們同時也要合理配置基礎建設公共服務及教育資源建立均衡而各有特色的區域發展模式以縮短城鄉差距務必要讓每一個人不分性別地區血緣或出身都有追求幸福的公平機會,"['健全', '政府', '財政', '結構', '是', '當前', '要務', '，', '我們', '正', '努力', '落實', '「', '量能', '課稅', '」', '與', '「', '租稅', '正義', '」', '，', '建構', '完整', '的', '社會', '安全', '體系', '，', '維護', '弱勢', '群體', '的', '基本', '權益', '。', '我們', '同時', '也', '要', '合理', '配置', '基礎', '建設', '、', '公共', '服務', '及', '教育', '資源', '，', '建立', '均衡', '而', '各', '有', '特色', '的', '區域', '發展', '模式', '，', '以', '縮短', '城鄉', '差距', '，', '務必', '要', '讓', '每', '一', '個', '人', '不', '分', '性別', '、', '地區', '、', '血緣', '或', '出身', '，', '都', '有', '追求', '幸福', '的', '公平', '機會']"
218,馬英九,國民黨,2012,13,長期的少子女化與高齡化是臺灣必須面對的國安課題，因此，我們需要制訂前瞻性的人口政策，建構周延的全民健保與國民年金制度，並儘速推動長期照護體系，用更完善的幼兒托育及照護措施，提供父母與子女最溫暖的支持力量,長期的少子女化與高齡化是臺灣必須面對的國安課題因此我們需要制訂前瞻性的人口政策建構周延的全民健保與國民年金制度並儘速推動長期照護體系用更完善的幼兒托育及照護措施提供父母與子女最溫暖的支持力量,"['長期', '的', '少子女化', '與', '高齡化', '是', '臺灣', '必須', '面對', '的', '國安', '課題', '，', '因此', '，', '我們', '需要', '制訂', '前瞻性', '的', '人口', '政策', '，', '建構', '周延', '的', '全民健保', '與', '國民', '年金', '制度', '，', '並', '儘速', '推動', '長期', '照護', '體系', '，', '用', '更', '完善', '的', '幼兒', '托育', '及', '照護', '措施', '，', '提供', '父母', '與', '子女', '最', '溫暖', '的', '支持', '力量']"
219,馬英九,國民黨,2012,13,司法是保障人民權益的正義防線。四年來，我們完成「刑事妥速審判法」、「法官法」、「家事事件法」的立法，成立廉政署，最高法院的保密分案制也已走入歷史。司法必須獨立，但絕對不能孤立，更不能背離人民對司法正義的合理期待。未來四年，英九會竭盡所能，全力推動與社會脈動結合的司法改革，要讓我國百年前從西方移植而來的司法制度，真正在臺灣生根，使法治成為我們生活的方式、人權成為我們內化的價值,司法是保障人民權益的正義防線四年來我們完成刑事妥速審判法法官法家事事件法的立法成立廉政署最高法院的保密分案制也已走入歷史司法必須獨立但絕對不能孤立更不能背離人民對司法正義的合理期待未來四年英九會竭盡所能全力推動與社會脈動結合的司法改革要讓我國百年前從西方移植而來的司法制度真正在臺灣生根使法治成為我們生活的方式人權成為我們內化的價值,"['司法', '是', '保障', '人民', '權益', '的', '正義', '防線', '。', '四', '年', '來', '，', '我們', '完成', '「', '刑事', '妥速', '審判', '法', '」', '、', '「', '法官法', '」', '、', '「', '家事', '事件', '法', '」', '的', '立法', '，', '成立', '廉政署', '，', '最高法院', '的', '保密', '分案', '制', '也', '已', '走入', '歷史', '。', '司法', '必須', '獨立', '，', '但', '絕對', '不能', '孤立', '，', '更', '不能', '背離', '人民', '對', '司法', '正義', '的', '合理', '期待', '。', '未來', '四', '年', '，', '英九', '會', '竭盡', '所能', '，', '全力', '推動', '與', '社會', '脈動', '結合', '的', '司法', '改革', '，', '要', '讓', '我國', '百', '年', '前', '從', '西方', '移植', '而', '來', '的', '司法', '制度', '，', '真正', '在', '臺灣', '生根', '，', '使', '法治', '成為', '我們', '生活', '的', '方式', '、', '人權', '成為', '我們', '內化', '的', '價值']"
220,馬英九,國民黨,2012,13,提升臺灣競爭力的第三大支柱，就是打造低碳綠能環境。全球氣候變遷、資源供需失調，對臺灣是挑戰也是機會。未來全球所有的產業都將強調綠色生產，綠色產業是未來產業競爭的新領域，消費型態也必須符合節能減碳的要求。因此我們將鼓勵民間擴大對綠能產業、綠色建築與綠色生產的研發與投資，讓綠色產業成為帶動就業與成長的新亮點，讓臺灣一步步成為「低碳綠能島」。我們一定要堅持永續發展的理念，為我們下一代留下清朗的天空，乾淨的空氣，豐沛的水資源，以及生意盎然的山林、溪流、濕地與海洋,提升臺灣競爭力的第三大支柱就是打造低碳綠能環境全球氣候變遷資源供需失調對臺灣是挑戰也是機會未來全球所有的產業都將強調綠色生產綠色產業是未來產業競爭的新領域消費型態也必須符合節能減碳的要求因此我們將鼓勵民間擴大對綠能產業綠色建築與綠色生產的研發與投資讓綠色產業成為帶動就業與成長的新亮點讓臺灣一步步成為低碳綠能島我們一定要堅持永續發展的理念為我們下一代留下清朗的天空乾淨的空氣豐沛的水資源以及生意盎然的山林溪流濕地與海洋,"['提升', '臺灣', '競爭力', '的', '第三', '大', '支柱', '，', '就', '是', '打造', '低碳', '綠能', '環境', '。', '全球', '氣候', '變遷', '、', '資源', '供需', '失調', '，', '對', '臺灣', '是', '挑戰', '也', '是', '機會', '。', '未來', '全球', '所有', '的', '產業', '都', '將', '強調', '綠色', '生產', '，', '綠色', '產業', '是', '未來', '產業', '競爭', '的', '新', '領域', '，', '消費', '型態', '也', '必須', '符合', '節能', '減碳', '的', '要求', '。', '因此', '我們', '將', '鼓勵', '民間', '擴大', '對', '綠能', '產業', '、', '綠色', '建築', '與', '綠色', '生產', '的', '研發', '與', '投資', '，', '讓', '綠色', '產業', '成為', '帶動', '就業', '與', '成長', '的', '新', '亮點', '，', '讓', '臺灣', '一步步', '成為', '「', '低碳', '綠能島', '」', '。', '我們', '一定', '要', '堅持', '永續', '發展', '的', '理念', '，', '為', '我們', '下', '一', '代', '留下', '清朗', '的', '天空', '，', '乾淨', '的', '空氣', '，', '豐沛', '的', '水', '資源', '，', '以及', '生意', '盎然', '的', '山林', '、', '溪流', '、', '濕地', '與', '海洋']"
221,馬英九,國民黨,2012,13,在政策上，我們要讓能源價格合理化，創造節能減碳與促進投資綠能產業的動力。我們要讓油電等公用事業回歸市場機制，落實「使用者付費」的原則；更要進一步回應民意對改革國營事業、提升經營效率的高度期待，創造消費者與生產者雙贏的局面,在政策上我們要讓能源價格合理化創造節能減碳與促進投資綠能產業的動力我們要讓油電等公用事業回歸市場機制落實使用者付費的原則更要進一步回應民意對改革國營事業提升經營效率的高度期待創造消費者與生產者雙贏的局面,"['在', '政策', '上', '，', '我們', '要', '讓', '能源', '價格', '合理化', '，', '創造', '節能減碳', '與', '促進', '投資', '綠能', '產業', '的', '動力', '。', '我們', '要', '讓', '油', '電', '等', '公用', '事業', '回歸', '市場', '機制', '，', '落實', '「', '使用', '者', '付費', '」', '的', '原則', '；', '更', '要', '進一步', '回應', '民意', '對', '改革', '國營', '事業', '、', '提升', '經營', '效率', '的', '高度', '期待', '，', '創造', '消費者', '與', '生產者', '雙贏', '的', '局面']"
222,馬英九,國民黨,2012,13,厚植文化國力，是提升臺灣競爭力的第四大支柱。臺灣有三個文化特質：一是公民素養植根最深厚；二是傳統文化保存最完整；三是傳統與現代的銜接轉化最細緻。民主制度造就了我們的公民社會，公民社會中開放的風氣、自由的精神，成為創作家的土壤。在開放和自由的土壤上，我們既保存了歌仔戲、布袋戲等傳統文化，又發展出雲門舞集、朱宗慶打擊樂團等當代文化品牌。我們一方面追求高科技與國際化，一方面又主張草根民眾的文化公民權,厚植文化國力是提升臺灣競爭力的第四大支柱臺灣有三個文化特質一是公民素養植根最深厚二是傳統文化保存最完整三是傳統與現代的銜接轉化最細緻民主制度造就了我們的公民社會公民社會中開放的風氣自由的精神成為創作家的土壤在開放和自由的土壤上我們既保存了歌仔戲布袋戲等傳統文化又發展出雲門舞集朱宗慶打擊樂團等當代文化品牌我們一方面追求高科技與國際化一方面又主張草根民眾的文化公民權,"['厚植', '文化', '國力', '，', '是', '提升', '臺灣', '競爭力', '的', '第四', '大', '支柱', '。', '臺灣', '有', '三', '個', '文化', '特質', '：', '一', '是', '公民', '素養', '植根', '最', '深厚', '；', '二', '是', '傳統', '文化', '保存', '最', '完整', '；', '三', '是', '傳統', '與', '現代', '的', '銜接', '轉化', '最', '細緻', '。', '民主', '制度', '造就', '了', '我們', '的', '公民', '社會', '，', '公民', '社會', '中', '開放', '的', '風氣', '、', '自由', '的', '精神', '，', '成為', '創作家', '的', '土壤', '。', '在', '開放', '和', '自由', '的', '土壤', '上', '，', '我們', '既', '保存', '了', '歌仔戲', '、', '布袋戲', '等', '傳統', '文化', '，', '又', '發展出', '雲門舞集', '、', '朱宗慶', '打擊樂團', '等', '當代', '文化', '品牌', '。', '我們', '一方面', '追求', '高科技', '與', '國際化', '，', '一方面', '又', '主張', '草根', '民眾', '的', '文化', '公民權']"
223,馬英九,國民黨,2012,13,開放的社會才會有奔放的創意，自由的環境才容許大膽的想像；臺灣的創意注入電影、流行音樂、圖書出版等等，成為文化產業，也都在華文世界有舉足輕重的地位。但是產業必須要有整合工具，把文化價值與內容，透過創意加值與智慧財產機制，轉換成行銷全球的經濟產值，而讓經濟產值又回頭來灌溉我們的創作者,開放的社會才會有奔放的創意自由的環境才容許大膽的想像臺灣的創意注入電影流行音樂圖書出版等等成為文化產業也都在華文世界有舉足輕重的地位但是產業必須要有整合工具把文化價值與內容透過創意加值與智慧財產機制轉換成行銷全球的經濟產值而讓經濟產值又回頭來灌溉我們的創作者,"['開放', '的', '社會', '才', '會', '有', '奔放', '的', '創意', '，', '自由', '的', '環境', '才', '容許', '大膽', '的', '想像', '；', '臺灣', '的', '創意', '注入', '電影', '、', '流行', '音樂', '、', '圖書', '出版', '等等', '，', '成為', '文化', '產業', '，', '也', '都', '在', '華文', '世界', '有', '舉足輕重', '的', '地位', '。', '但是', '產業', '必須', '要', '有', '整合', '工具', '，', '把', '文化', '價值', '與', '內容', '，', '透過', '創意', '加值', '與', '智慧', '財產', '機制', '，', '轉換成', '行銷', '全球', '的', '經濟', '產值', '，', '而', '讓', '經濟', '產值', '又', '回頭', '來', '灌溉', '我們', '的', '創作', '者']"
224,馬英九,國民黨,2012,13,文化不只是藝文、創意與產業，文化也是人民日常生活的一部分。最近大陸知名作家韓寒發表訪臺親身經歷：計程車司機拾物不昧、眼鏡行老闆熱心助人，都讓他震撼與感動。不久前，有位花蓮運將曾世誠，把日本乘客遺失在車內的皮夾，用飛車、駁船追上已離港的郵輪，最後以吊籃送到失主手中。英九認為，這些令人動容的善舉，都是因為中華文化中「善良」與「誠信」的核心價值，已經融入臺灣的日常生活,文化不只是藝文創意與產業文化也是人民日常生活的一部分最近大陸知名作家韓寒發表訪臺親身經歷計程車司機拾物不昧眼鏡行老闆熱心助人都讓他震撼與感動不久前有位花蓮運將曾世誠把日本乘客遺失在車內的皮夾用飛車駁船追上已離港的郵輪最後以吊籃送到失主手中英九認為這些令人動容的善舉都是因為中華文化中善良與誠信的核心價值已經融入臺灣的日常生活,"['文化', '不只', '是', '藝文', '、', '創意', '與', '產業', '，', '文化', '也', '是', '人民', '日常', '生活', '的', '一', '部分', '。', '最近', '大陸', '知名', '作家', '韓寒', '發表', '訪', '臺', '親身', '經歷', '：', '計程車', '司機', '拾物不昧', '、', '眼鏡行', '老闆', '熱心', '助人', '，', '都', '讓', '他', '震撼', '與', '感動', '。', '不久', '前', '，', '有', '位', '花蓮', '運將', '曾世誠', '，', '把', '日本', '乘客', '遺失', '在', '車', '內', '的', '皮夾', '，', '用', '飛車', '、', '駁船', '追上', '已', '離', '港', '的', '郵輪', '，', '最後', '以', '吊籃', '送到', '失主', '手', '中', '。', '英九', '認為', '，', '這些', '令', '人', '動容', '的', '善舉', '，', '都', '是', '因為', '中華', '文化', '中', '「', '善良', '」', '與', '「', '誠信', '」', '的', '核心', '價值', '，', '已經', '融入', '臺灣', '的', '日常', '生活']"
225,馬英九,國民黨,2012,13,我們要把文化看做國力，文化的建設，就是國力的建設；文化的投資，就是國力的投資,我們要把文化看做國力文化的建設就是國力的建設文化的投資就是國力的投資,"['我們', '要', '把', '文化', '看做', '國力', '，', '文化', '的', '建設', '，', '就', '是', '國力', '的', '建設', '；', '文化', '的', '投資', '，', '就', '是', '國力', '的', '投資']"
226,馬英九,國民黨,2012,13,積極培育延攬人才，是我們提升臺灣競爭力的第五大支柱。因為，臺灣缺乏天然資源，人才是我們最重要的資源，也是國家發展的關鍵,積極培育延攬人才是我們提升臺灣競爭力的第五大支柱因為臺灣缺乏天然資源人才是我們最重要的資源也是國家發展的關鍵,"['積極', '培育', '延攬', '人才', '，', '是', '我們', '提升', '臺灣', '競爭力', '的', '第五', '大', '支柱', '。', '因為', '，', '臺灣', '缺乏', '天然資源', '，', '人才', '是', '我們', '最', '重要', '的', '資源', '，', '也', '是', '國家', '發展', '的', '關鍵']"
